Deposit,Sample,Reference,Fe,Mn,Co,Cu,Ga,Ge,Ag,Cd,In,Sn,Sb,Pb,Deposit type
Qilinchang,HZQ-5-2 (Sph-I),"Oyebamiji et al., 2020",26272.5,14.9,0.031070994,109.2,3.9,28,32.6,1035,0.018859191,0.8,4.1,0.013518126,MVT
Qilinchang,HZQ-5-2 (Sph-I),"Oyebamiji et al., 2020",35980.2,21.7,0.031014565,202.2,5.1,61,8,1122.6,0.026053955,0.7,2,0.02460716,MVT
Qilinchang,HZQ-5b-7 (Sph-I),"Oyebamiji et al., 2020",14596.2,13,0.003063317,445.9,0.5,1.3,50.1,1071.1,3.8,1.2,7.2,0.03104222,MVT
Qilinchang,HZQ-5b-7 (Sph-I),"Oyebamiji et al., 2020",6458.6,9,0.029678367,33.6,1,1.3,20.8,1003,2.4,1.1,10,0.003265113,MVT
Qilinchang,HZQ-5b-7 (Sph-I),"Oyebamiji et al., 2020",34829.7,36.7,0.013092973,269.4,1.2,6.5,145.6,1093.9,6,0.9,120.6,0.024332793,MVT
Qilinchang,HZQ-5b-7 (Sph-I),"Oyebamiji et al., 2020",78351.6,130.2,0.006309859,25.2,0.5,3.2,9.8,1623.5,0.011535694,0.9,21,0.019592146,MVT
Qilinchang,HZQ-5b-7 (Sph-I),"Oyebamiji et al., 2020",18207.1,21.5,0.017384657,526,1.1,0.5,22.5,979.3,7,1.2,1.6,0.043426467,MVT
Qilinchang,HZQ-11c (Sph-I),"Oyebamiji et al., 2020",41325.4,35.3,0.020918953,356.4,1.5,118.1,26.7,1132.9,0.022572932,1.2,38.6,0.027510091,MVT
Qilinchang,HZQ-11c (Sph-I),"Oyebamiji et al., 2020",32261.5,24,0.02552131,234.6,1.1,72.1,24.6,1191.8,0.012873733,1.1,40.5,0.035179376,MVT
Qilinchang,HZQ-11c (Sph-I),"Oyebamiji et al., 2020",31905.2,31.6,0.024994178,273.3,1,90,23,1124.7,0.008392552,0.4,27,0.003628626,MVT
Qilinchang,HZQ-11c (Sph-I),"Oyebamiji et al., 2020",48836.7,48.8,0.015013537,421.8,1.4,136.9,78.5,1115.2,0.014728278,1.1,60.5,0.039110929,MVT
Qilinchang,HZQ-11c (Sph-I),"Oyebamiji et al., 2020",112680.3,115.2,0.031986414,24.1,0.1,5.9,53.4,1770.9,0.009043911,0.1,10.4,0.006867264,MVT
Qilinchang,HZQ-13-10 (Sph-I),"Oyebamiji et al., 2020",33261.3,157.4,0.033328068,202.8,2.9,55.1,11.1,1767.6,0.3,1.5,7.7,0.018214234,MVT
Qilinchang,HZQ-13-10 (Sph-I),"Oyebamiji et al., 2020",49078.8,122.3,0.023302642,27.3,0.5,19.7,8.1,1237.7,0.006550572,0.2,6.8,0.005194696,MVT
Qilinchang,HZQ-13-10 (Sph-I),"Oyebamiji et al., 2020",1888.9,22.2,0.016248072,402.2,71.2,55.7,6.5,1108,2.3,0.2,43.8,0.024951149,MVT
Qilinchang,HZQ-13-10 (Sph-I),"Oyebamiji et al., 2020",1916.2,23.3,0.013620497,408.8,55.6,55.1,10.4,1420.4,0.6,0.004575977,60.3,0.027054824,MVT
Qilinchang,HZQ-13-10 (Sph-I),"Oyebamiji et al., 2020",1896.2,4.6,0.1,9.3,1.7,0.6,5.5,1170.7,0.7,0.4,1.5,0.043281091,MVT
Qilinchang,HZQ-13-10 (Sph-I),"Oyebamiji et al., 2020",855.8,39.3,0.006225414,244.9,35.6,35.6,22.1,1077.4,2.5,7.4,10.3,0.019954337,MVT
Qilinchang,HZQ-13-10 (Sph-I),"Oyebamiji et al., 2020",19345.9,8.3,0.011045142,23.2,2,0.6,11.8,773.5,7.1,0.2,5.4,0.029712094,MVT
Qilinchang,HZQ-13-10 (Sph-I),"Oyebamiji et al., 2020",42921,18.1,0.01605456,10.1,0.5,0.4,49.4,1116.9,0.001830217,0.3,7.7,0.04795285,MVT
Qilinchang,HZQ-13-10 (Sph-I),"Oyebamiji et al., 2020",21476,13.7,0.019839267,44,0.6,2.9,25.5,1063.8,1.5,1.4,4.7,0.042494704,MVT
Qilinchang,HZQ-13-10 (Sph-I),"Oyebamiji et al., 2020",22936,7.8,0.1,17.2,1.2,0.5,18.3,784.4,0.6,0.2,10.8,0.023779686,MVT
Qilinchang,HZQ-13-16 (Sph-I),"Oyebamiji et al., 2020",20816.29,14.89,0.11,69.14,5.76,6.78,35.16,1018.69,0.65,1.48,537.65,0.031554972,MVT
Qilinchang,HZQ-13-16 (Sph-I),"Oyebamiji et al., 2020",22343.05,98.06,0.04,126.44,5.57,27.44,47.22,1062.74,0.09,0.94,33.2,0.01445666,MVT
Qilinchang,HZQ-13-16 (Sph-I),"Oyebamiji et al., 2020",47753.2,109.12,0.01,617.9,5.94,158.02,50.58,1128.8,0.05,1.59,31.1,0.00230039,MVT
Qilinchang,HZQ-13-16 (Sph-I),"Oyebamiji et al., 2020",1301.25,19.43,0.01,62.35,4.75,4.97,3.75,879.14,4.7,16.95,1.8,0.041773966,MVT
Qilinchang,HZQ-13-16 (Sph-I),"Oyebamiji et al., 2020",8572.47,5.15,0.03,36.67,1.01,1.1,36.48,751.4,2.31,0.27,25.5,0.020430934,MVT
Qilinchang,HZQ-13-16 (Sph-I),"Oyebamiji et al., 2020",30392.55,12.31,0.008143844,8.09,0.57,0.72,4.95,811.66,0.82,0.23,0.8,0.016700244,MVT
Qilinchang,HZQ-13-16 (Sph-I),"Oyebamiji et al., 2020",22875.12,135.37,0.03,220.58,3.71,61.24,8.6,1198.43,0.26,2.3,10.09,0.004014679,MVT
Qilinchang,HZQ-13-16 (Sph-I),"Oyebamiji et al., 2020",19880.35,7.81,0.1,18.08,4.22,0.13,4.57,694.98,6.15,0.12,0.46,0.038604153,MVT
Qilinchang,HZQ-13-16 (Sph-I),"Oyebamiji et al., 2020",17411.19,120.17,0.010338658,361.26,16.02,102.13,9.48,1026.26,0.07,1.41,1.38,0.033963586,MVT
Qilinchang,HZQ-3-1 (Sph-I),"Oyebamiji et al., 2020",146665.39,10.95,0.21,6783.05,320.98,129.13,14.87,862.16,14.75,13.61,142.81,9.48,MVT
Qilinchang,HZQ-3-1 (Sph-I),"Oyebamiji et al., 2020",132291.02,10.47,0.2,3864.3,225.14,107.92,21,950.06,9.96,9.23,149.34,15.23,MVT
Qilinchang,HZQ-3-1 (Sph-I),"Oyebamiji et al., 2020",153833.77,12.83,0.33,222.5,22.63,7.96,9.74,1321.08,0.02,0.3,14.62,11.79,MVT
Qilinchang,HZQ-3-1 (Sph-I),"Oyebamiji et al., 2020",182010.67,12.99,0.17,256.45,26.86,9.67,5.995,1110.03,2.51,3.07,7.6,5.49,MVT
Qilinchang,HZQ-11a (Sph-I),"Oyebamiji et al., 2020",62434.6,33.2,0.1,12.9,0.1,2.1,11.3,1502.2,0.008652405,0.2,10,0.007002282,MVT
Qilinchang,HZQ-11a (Sph-I),"Oyebamiji et al., 2020",61119.3,32.3,0.009692922,257.1,1.2,90.2,15.7,1464.8,0.017468189,0.4,0.2,0.027041237,MVT
Qilinchang,HZQ-11a (Sph-I),"Oyebamiji et al., 2020",51686,27.9,0.004139556,7.8,0.1,0.1,37.3,1639.7,0.002103277,0.3,12,0.026668914,MVT
Qilinchang,HZQ-11a (Sph-I),"Oyebamiji et al., 2020",59419.3,31,0.1,261.5,1.1,93.3,23.4,1507.7,0.005350657,0.2,5.8,0.033809562,MVT
Qilinchang,HZQ-3-3 (Sph-II),"Oyebamiji et al., 2020",1812.49,10.67,0.02,35.57,12.3,7.96,6.79,1222.42,0.01,0.43,4.19,2.14,MVT
Qilinchang,HZQ-3-3 (Sph-II),"Oyebamiji et al., 2020",1023.14,6,0.02,237.69,89.63,55.85,8.28,629.16,1.71,0.47,17.32,2.37,MVT
Qilinchang,HZQ-3-3 (Sph-II),"Oyebamiji et al., 2020",1353.83,8.48,0.02,65.21,36.61,14.27,1.65,906.64,0.11,0.25,0.07,0.05,MVT
Qilinchang,HZQ-3-3 (Sph-II),"Oyebamiji et al., 2020",144.28,27.85,0.02,685.36,13.71,204.7,28.57,900.91,0.62,5.73,61.35,5.35,MVT
Qilinchang,HZQ-3-3 (Sph-II),"Oyebamiji et al., 2020",1595.28,9.29,0.02,21.13,8.87,3.02,5.21,1082.27,1.38,3.44,0.96,1.58,MVT
Qilinchang,HZQ-3-3 (Sph-II),"Oyebamiji et al., 2020",1406.94,7.01,0.02,36.74,16.41,6.29,0.56,994.94,0.63,5.06,0.03,0.06,MVT
Qilinchang,HZQ-3-3 (Sph-II),"Oyebamiji et al., 2020",929.98,6.55,0.02,48.04,13.59,3.99,6.02,843.83,7.08,17.36,0.12,1.34,MVT
Qilinchang,HZQ-3-3 (Sph-II),"Oyebamiji et al., 2020",895.31,6.37,0.02,33.49,10.46,3.26,13.17,838.45,6.47,11.92,0.9,1.97,MVT
Qilinchang,HZQ-3-3 (Sph-II),"Oyebamiji et al., 2020",1136.05,7.8,0.02,64.08,31.4,10.48,3.62,983.91,0.84,3.64,0.54,0.97,MVT
Qilinchang,HZQ-3-3 (Sph-II),"Oyebamiji et al., 2020",2081.54,13.7,0.02,182.6,15.1,14.87,49.25,1608.48,0.03,0.45,118.21,24.13,MVT
Qilinchang,HZQ-4-1 (Sph-II),"Oyebamiji et al., 2020",12792.11,11.16,0.02,2.13,0.01,0.09,1.17,824.3,9.57E-05,0.06,0.02,0.01,MVT
Qilinchang,HZQ-4-1 (Sph-II),"Oyebamiji et al., 2020",9562.18,9.31,0.03,5.06,0.88,0.12,2.51,743.79,0.014352454,0.06,0.02,0.01,MVT
Qilinchang,HZQ-4-1 (Sph-II),"Oyebamiji et al., 2020",11499.43,10.84,0.02,57.56,1.38,26.38,5.95,776.84,0.009485633,0.16,0.56,1.45,MVT
Qilinchang,HZQ-4-1 (Sph-II),"Oyebamiji et al., 2020",11111.6,10.43,0.02,82.84,2.86,37.07,1.68,804.73,0.01,0.24,0.02,0.04,MVT
Qilinchang,HZQ-4-1 (Sph-II),"Oyebamiji et al., 2020",9793.46,9.84,0.02,2.29,0.12,0.08,1.45,849.96,0.01,0.06,0.48,0.66,MVT
Qilinchang,HZQ-4-1 (Sph-II),"Oyebamiji et al., 2020",11354.87,10.57,0.02,6.04,0.28,0.35,16.79,770.16,0.020615599,0.06,2.78,5.14,MVT
Qilinchang,HZQ-4-1 (Sph-II),"Oyebamiji et al., 2020",16352.4,13.09,0.02,2.84,0.03,0.08,3.94,869.68,0.026861156,0.06,0.04,0.21,MVT
Qilinchang,HZQ-4-1 (Sph-II),"Oyebamiji et al., 2020",14739.62,12.51,0.02,37.73,0.65,18.05,2.48,774.35,0.005073223,0.15,0.02,0.03,MVT
Qilinchang,HZQ-4-1 (Sph-II),"Oyebamiji et al., 2020",13911.12,11.85,0.02,2.2,0.15,0.09,3.05,777.87,0.019251169,0.06,0.02,0.08,MVT
Qilinchang,HZQ-4-1 (Sph-II),"Oyebamiji et al., 2020",12334.48,10.65,0.02,50.25,1.78,22.29,2.53,771.55,0.01,0.75,0.06,0.4,MVT
Qilinchang,HZQ-5-9 (Sph-II),"Oyebamiji et al., 2020",10443.8,11.17,0.03,17.55,0.46,2.17,18.54,761.72,0.22,0.2,13.97,13.42,MVT
Qilinchang,HZQ-5-9 (Sph-II),"Oyebamiji et al., 2020",7742.1,9.83,0.03,12.55,0.15,0.49,16.92,677.93,0.01,0.07,13.76,7.43,MVT
Qilinchang,HZQ-5-9 (Sph-II),"Oyebamiji et al., 2020",7826,10.57,0.03,11.95,1.52,0.24,17.28,656.32,0.05,0.07,2.13,9.65,MVT
Qilinchang,HZQ-5-9 (Sph-II),"Oyebamiji et al., 2020",7398.03,7.45,0.02,15.61,2.87,0.78,10.6,662.75,9.43,0.17,4.93,17.46,MVT
Qilinchang,HZQ-5-9 (Sph-II),"Oyebamiji et al., 2020",11987.62,11.64,0.05,10.86,0.76,0.3,11.86,710.54,0.04,0.1,3.5,11.46,MVT
Qilinchang,HZQ-5-9 (Sph-II),"Oyebamiji et al., 2020",10070.1,14.47,0.02,227.13,25.89,89.93,13.11,697.29,0.39,9.63,3.9,6.33,MVT
Qilinchang,HZQ-5-9 (Sph-II),"Oyebamiji et al., 2020",11637.81,11.12,0.02,26.39,3.2,7.11,5.86,692.33,0.66,0.98,5.64,5.76,MVT
Qilinchang,HZQ-5-9 (Sph-II),"Oyebamiji et al., 2020",12332.72,13.57,0.02,119.57,3.23,53.26,20,739.19,0.09,1.7,5.95,12.27,MVT
Qilinchang,HZQ-5-9 (Sph-II),"Oyebamiji et al., 2020",8807.31,9.14,0.05,69.22,2.19,46.09,37.64,708.65,0.09,1.03,11.47,52.06,MVT
Qilinchang,HZQ-5-9 (Sph-II),"Oyebamiji et al., 2020",10362.54,12.8,0.02,54.74,1.64,19.42,19.9,694.15,0.06,0.3,10.31,27.54,MVT
Qilinchang,HZQ-7-3 (Sph-II),"Oyebamiji et al., 2020",12975.03,11.74,0.02,4.18,0.04,0.14,10.72,764.67,0.01,0.06,1.91,3.48,MVT
Qilinchang,HZQ-7-3 (Sph-II),"Oyebamiji et al., 2020",9801.53,9.48,0.02,3.12,1.19,0.3,0.85,829.89,0.020977731,0.07,0.02,0.02,MVT
Qilinchang,HZQ-7-3 (Sph-II),"Oyebamiji et al., 2020",9275.43,8.83,0.02,2.26,0.49,0.1,1.12,728.2,0.000844739,0.07,0.02,0.06,MVT
Qilinchang,HZQ-7-3 (Sph-II),"Oyebamiji et al., 2020",8625.99,8.19,0.02,57.88,2.57,25.34,1.21,731.14,0.024736054,0.33,0.11,0.17,MVT
Qilinchang,HZQ-7-3 (Sph-II),"Oyebamiji et al., 2020",9290.34,8.93,0.02,1.57,0.15,0.09,1.02,871.46,0.005863135,0.06,0.02,0.02,MVT
Qilinchang,HZQ-7-3 (Sph-II),"Oyebamiji et al., 2020",9917.01,9.75,0.02,1.48,0.03,0.09,1.5,923.72,0.012435987,0.06,0.02,0.02,MVT
Qilinchang,HZQ-7-3 (Sph-II),"Oyebamiji et al., 2020",9631.88,9.39,0.02,2.11,0.06,0.09,2.37,835.76,0.005934017,0.06,0.03,0.02,MVT
Qilinchang,HZQ-7-3 (Sph-II),"Oyebamiji et al., 2020",9719.32,9.73,0.02,63.54,3.88,27.38,3.45,765.13,0.01,0.37,0.08,0.13,MVT
Qilinchang,HZQ-7-3 (Sph-II),"Oyebamiji et al., 2020",9314.73,9.33,0.02,2.29,0.03,0.12,2.5,942.48,0.003421451,0.06,0.02,0.02,MVT
Qilinchang,HZQ-7-3 (Sph-II),"Oyebamiji et al., 2020",8706.01,8.08,0.03,91.71,8.67,38.44,3.51,778.72,0.023808303,0.8,0.08,0.59,MVT
Daliangzi,LA1-1,"Yuan et al., 2018",32998.27763,15.52079985,2.224808152,841.0063127,1.765430918,268.8029547,43.69849964,1479.040927,0.003075329,0.906837569,10.98468993,35.42394319,MVT
Daliangzi,LA1-1,"Yuan et al., 2018",57285.18333,18.72409988,7.127640689,3998.315483,0.322150539,264.2498609,53.38768993,1631.397216,0.011189998,0.544343191,3.737138295,12.21387439,MVT
Daliangzi,LA1-1,"Yuan et al., 2018",38930.77902,17.26989308,2.9830689,1538.625422,0.651585282,271.5899714,32.50238086,528.5721311,0.006756168,0.36375373,6.802242808,50.54110614,MVT
Daliangzi,LA1-1,"Yuan et al., 2018",57682.78191,24.51675024,3.74308059,683.8082743,4.321789927,309.4051891,37.09821432,1054.790417,0.027842666,0.599710119,3.477957593,7.261899433,MVT
Daliangzi,LA1-1,"Yuan et al., 2018",30595.2066,48.94222202,2.77704289,2158.362287,0.526486898,43.47611805,1012.726797,9594.697225,0.050729938,0.798200936,492.042955,2982.957766,MVT
Daliangzi,LA-2,"Yuan et al., 2018",17278.77515,7.616507543,5.561289501,1765.803996,33.1029137,55.17782815,101.6732349,19162.80384,0.354674075,3.053980238,267.1878034,74.69908925,MVT
Daliangzi,LA-2,"Yuan et al., 2018",21493.81077,7.61973015,6.452795776,2593.081999,40.07835634,115.5540385,339.6358224,19175.134,0.378945084,1.086226952,831.0965484,182.3987741,MVT
Daliangzi,LA-2,"Yuan et al., 2018",23378.92895,7.300440917,6.198900732,4825.069714,31.0659086,60.41809867,134.4316976,19479.26724,0.097777163,1.514736763,303.6137987,91.81723031,MVT
Daliangzi,LA-2,"Yuan et al., 2018",2095.077958,3.71033284,2.691493559,212.7365119,16.33192193,24.85214479,31.43513803,4420.650367,2.429608814,18.54717987,34.8791018,58.46666614,MVT
Daliangzi,LA-2,"Yuan et al., 2018",19800.02603,5.677755808,5.675882579,2630.949532,29.40968861,132.624583,270.4942061,15173.15145,0.039618784,0.74470202,621.8182252,155.3843102,MVT
Daliangzi,LA-3,"Yuan et al., 2018",1166.702849,32.05069195,1.233014626,122.2443183,16.46261928,0.445346046,25.09276063,3680.784113,2.667847702,18.47119338,41.85330238,158.5716393,MVT
Daliangzi,LA-3,"Yuan et al., 2018",9217.641557,10.46661444,2.940444285,4992.196329,2.848988431,1.711794929,15.91701383,4668.867551,0.096167216,1.019871345,48.97045289,77.27557789,MVT
Daliangzi,LA-3,"Yuan et al., 2018",11571.88046,9.296223115,2.382692348,8727.541465,45.55968377,18.17733655,75.75286337,3837.437716,0.301838722,1.921976445,743.2883239,139.8901015,MVT
Daliangzi,LA-3,"Yuan et al., 2018",21444.34203,8.596215269,3.123605744,2575.784838,22.35146626,10.16315105,53.71817945,6049.361348,0.039476702,0.461868086,559.486598,127.762661,MVT
Daliangzi,LA-3,"Yuan et al., 2018",7925.922539,4.010553414,2.664244863,4909.312759,7.11411038,7.540609214,14.25018637,4486.47486,0.059490181,1.027807276,145.430611,10.10417839,MVT
Daliangzi,LA-4-1,"Yuan et al., 2018",22676.29871,13.24930324,3.005964727,157.7829305,1.828868734,3.448537944,29.27863571,7030.033808,0.853162151,1.314702791,143.6503403,636.896331,MVT
Daliangzi,LA-4-1,"Yuan et al., 2018",2270.083194,1.251936604,3.429217656,72.57306061,20.68416999,1.328676838,10.4937808,1574.067121,0.106633232,0.763208395,8.00329252,4.223389842,MVT
Daliangzi,LA-4-1,"Yuan et al., 2018",2005.17446,0.77019173,2.04019542,18.65090619,1.241897124,0.105871056,11.64671417,2240.443474,0.197105147,0.56644158,2.071624487,23.43710407,MVT
Daliangzi,LA-4-1,"Yuan et al., 2018",2031.570033,1.032378414,2.556280174,29.53624777,4.76813523,0.203426085,19.70578085,2137.409002,4.168082094,0.841061024,6.607760015,37.08848603,MVT
Daliangzi,LA-5,"Yuan et al., 2018",1668.871228,0.501114128,1.137331667,24.56672621,4.678815863,6.964345423,5.80799786,1483.239865,0.046996428,0.419074121,4.89251831,5.47929452,MVT
Daliangzi,LA-5,"Yuan et al., 2018",14045.80211,4.290317977,4.812272048,202.0088679,0.164894141,69.78652353,31.59718502,2910.480918,0.030793484,0.310463338,38.45121858,43.77912346,MVT
Daliangzi,LA-5,"Yuan et al., 2018",18705.03634,23.27855563,4.598176837,63.53429246,0.186484153,20.87672741,16.5296923,2503.198155,0.017534259,0.256712514,60.4657971,367.5801742,MVT
Daliangzi,LA-5,"Yuan et al., 2018",1378.345478,0.504209959,1.269178386,10.65932337,6.449733799,2.427414606,1.846077653,1336.631223,0.002485105,0.369570545,0.130734249,1.081908009,MVT
Daliangzi,LA-5,"Yuan et al., 2018",8544.60876,2.195015905,7.494191779,75.13412584,14.54053881,26.80341225,4.489018954,1617.430721,0.024506526,0.572876086,11.05196274,3.38574476,MVT
Daliangzi,LA-6-1,"Yuan et al., 2018",20461.50772,6.204475779,6.657125732,1154.209326,27.38003639,64.62034563,800.8348307,7424.996882,0.050742925,0.583735841,949.8921717,563.1695797,MVT
Daliangzi,LA-6-1,"Yuan et al., 2018",2536.185189,0.971611681,3.366523955,91.24116024,86.78193353,2.37665251,8.120790015,2255.56144,0.233628882,3.327121306,9.160635553,2.594808644,MVT
Daliangzi,LA-6-1,"Yuan et al., 2018",13028.82251,6.881048107,4.813850554,449.6707276,17.10651624,5.254006984,152.5170858,6290.969401,0.056797478,0.29974845,202.7794903,130.1248483,MVT
Daliangzi,LA-6-1,"Yuan et al., 2018",8956.895022,3.167588626,4.842681762,1088.85859,86.11881577,15.54963106,222.2886072,4625.486668,0.785842603,4.914759779,320.5069195,93.73025446,MVT
Daliangzi,LA-6-1,"Yuan et al., 2018",1410.80707,1.014858492,1.442521398,16.42417768,12.29170465,0.534242269,2.86005575,1898.054471,0.188171679,1.519404617,1.528053979,1.726989308,MVT
Daliangzi,LA-7,"Yuan et al., 2018",23032.29035,9.212531726,8.34375135,3397.277243,158.6677434,136.948234,2848.523267,11754.48316,0.020181845,0.657447627,1952.833765,1179.196373,MVT
Daliangzi,LA-7,"Yuan et al., 2018",21757.951,7.449983928,8.186140751,5127.149672,236.0314826,203.8366346,4037.330042,9898.714456,0.035846801,0.531359148,3073.406683,1689.508739,MVT
Daliangzi,LA-7,"Yuan et al., 2018",24640.11067,11.41715803,9.860272846,2275.743285,59.75748203,89.54972942,2209.431508,14179.18768,0.015184436,0.586522858,1576.105991,1602.054077,MVT
Daliangzi,LA-7,"Yuan et al., 2018",26144.13865,11.90728855,10.26390975,1563.612468,35.50082641,92.96142227,1711.612665,16458.77512,0.05468319,0.749899698,1004.287049,1087.89755,MVT
Daliangzi,LA-7,"Yuan et al., 2018",24753.51342,12.67612075,9.59214262,2267.093923,47.80214146,79.58374215,2417.97724,14469.42183,0.053529941,0.731447725,1432.910996,1533.820221,MVT
Daliangzi,LA-10,"Yuan et al., 2018",5367.409732,3.798031022,1.032157216,314.452366,201.1457219,81.15984814,32.29095201,3201.225034,0.010283131,0.334057587,67.26320629,28.68705112,MVT
Daliangzi,LA-10,"Yuan et al., 2018",11510.37894,3.333848587,9.379752727,166.6443773,2.416055159,51.69435443,53.212798,2735.120519,0.005862345,0.372018676,143.9638277,76.21049091,MVT
Daliangzi,LA-10,"Yuan et al., 2018",1574.183911,5.076214539,2.098911881,27.60107565,3.703849079,4.408291574,22.45951037,1781.768602,1.443482438,0.461779835,27.3992572,52.99175875,MVT
Daliangzi,LA-10,"Yuan et al., 2018",6634.060766,6.64847637,0.711938609,45.79356736,9.009752235,12.70495195,13.3007969,3394.394122,0.023833798,0.241509412,37.0769324,20.42210507,MVT
Daliangzi,LA-10,"Yuan et al., 2018",11141.33948,5.032967729,3.357874593,8.788712981,0.207873004,2.57750992,5.326085001,1827.898534,0.016794605,0.268514643,10.90780671,12.96443282,MVT
Daliangzi,LA-11,"Yuan et al., 2018",14684.69484,7.331775979,1.875950545,86.90686876,4.893616894,64.70683925,33.26160265,1981.664972,0.134545633,0.664559325,6.076657428,33.19432984,MVT
Daliangzi,LA-11,"Yuan et al., 2018",7508.607383,7.511490504,3.711537401,322.1406879,29.86913061,29.18679204,62.03514739,1841.353097,5.393357818,24.66990292,12.9067704,46.93720525,MVT
Daliangzi,LA-11,"Yuan et al., 2018",6475.489127,5.231903058,1.147482045,20.85457317,1.788495884,3.364601875,15.13638376,2833.146623,0.01480002,0.719242514,2.083535237,26.02496966,MVT
Daliangzi,LA-11,"Yuan et al., 2018",30780.19676,15.41508542,5.348188927,110.4235234,0.987949365,86.33024462,23.22834256,1143.637884,0.041036418,0.589598186,5.668215326,2058.548191,MVT
Daliangzi,LA-11,"Yuan et al., 2018",10471.49444,4.95608451,4.227616009,27.69717967,1.020624733,6.319800608,17.67352999,1749.093234,0.020263012,0.819190699,3.18200423,6774.372641,MVT
Daliangzi,LA-12,"Yuan et al., 2018",35722.8267,33.72290197,3.227173121,6971.38589,8.576323088,305.3224838,84.09102086,1302.209523,0.295231561,1.384858984,154.3430623,97.44948018,MVT
Daliangzi,LA-12,"Yuan et al., 2018",6320.761648,2.461224051,1.323352408,80.10270387,7.147256253,18.85560948,7.29621749,1191.689896,10.11014331,5.380864295,27.87977732,6.075696387,MVT
Daliangzi,LA-12,"Yuan et al., 2018",6475.489127,5.231903058,1.147482045,20.85457317,1.788495884,3.364601875,15.13638376,2833.146623,0.01480002,0.719242514,2.083535237,26.02496966,MVT
Daliangzi,LA-12,"Yuan et al., 2018",14061.94077,7.342347422,2.799510215,832.7413666,38.3070639,77.70971368,9.946766468,2071.041714,0.244200325,0.465816204,9.169284915,4.55436969,MVT
Daliangzi,LA-12,"Yuan et al., 2018",26050.91774,12.86832879,2.33628882,1928.807759,2.603458006,328.1952414,19.31690879,869.3569997,5.771046632,3.670212671,30.13822188,82.48608367,MVT
Daliangzi,LA-13,"Yuan et al., 2018",11060.6121,7.969906697,1.269534155,7992.971663,59.36345553,55.74033383,22.60366641,2069.119633,5.831592167,6.85125586,80.03543106,82.11127797,MVT
Daliangzi,LA-13,"Yuan et al., 2018",12896.19896,6.959853407,2.57750992,8664.73879,2.924445446,154.6313744,27.13977633,4500.551437,0.367982307,0.710016528,63.39021413,20.99872921,MVT
Daliangzi,LA-13,"Yuan et al., 2018",17710.04951,12.52235431,2.433353884,15113.31879,1.947067523,240.1639556,17.38521791,2588.081362,0.391720001,3.043614435,39.95044271,63.38060373,MVT
Daliangzi,LA-13,"Yuan et al., 2018",11586.30111,3.717303642,1.512677335,8106.374411,86.17647818,86.13803657,26.41899615,1932.65192,1.299326402,3.773043976,145.7898042,40.23875478,MVT
Daliangzi,LA-13,"Yuan et al., 2018",11110.5862,6.234268027,2.404522677,4031.5638,9.716116811,155.7846227,16.88547699,3944.109139,1.505950054,6.226579705,131.9508247,1575.144951,MVT
Daliangzi,LA-14,"Yuan et al., 2018",12509.86078,4.169953595,3.368446036,299.5562423,16.22235923,60.8530679,23.93951234,3750.940051,0.030368872,0.525785114,200.4729937,18.9613239,MVT
Daliangzi,LA-14,"Yuan et al., 2018",1160.936608,0.671190503,3.060913159,12.66651034,1.749093234,0.930671367,3.374212277,661.9645162,0.022968862,0.45928113,0.822746548,4.574551535,MVT
Daliangzi,LA-14,"Yuan et al., 2018",9623.856948,2.9830689,3.078211884,611.9904238,9.049154885,18.62495982,12.0994966,4061.356048,0.040171482,0.515790296,38.08602465,11.91689896,MVT
Daliangzi,LA-14,"Yuan et al., 2018",15424.69583,4.867668808,5.229019937,133.9690092,14.81924048,19.11509034,16.31846325,4084.421013,0.005766241,0.502527941,80.80426325,16.55872331,MVT
